Date,Time,Open,High,Low,Close,Volume,IO
20240926,09:26,9.80,9.80,9.80,9.80,1000,13700.00
20240926,09:34,9.95,9.95,9.95,9.95,100,14150.00
20240926,09:36,9.45,9.45,9.45,9.45,500,14150.00
20240926,09:46,9.70,9.70,9.70,9.70,25,14275.00
20240926,09:49,9.70,9.70,9.70,9.70,25,14275.00
20240926,09:50,9.70,9.70,9.70,9.70,500,14275.00
20240926,09:51,10.35,10.35,10.35,10.35,125,14275.00
20240926,10:16,10.35,10.35,10.35,10.35,25,13650.00
20240926,10:20,9.05,9.05,9.05,9.05,100,13675.00
20240926,10:21,9.05,9.05,9.05,9.05,75,13675.00
20240926,10:27,9.05,9.05,9.05,9.05,75,13850.00
20240926,10:30,9.00,9.00,9.00,9.00,325,13925.00
20240926,10:43,9.00,9.00,9.00,9.00,50,14250.00
20240926,11:09,8.90,8.90,8.90,8.90,25,14275.00
20240926,11:10,8.90,8.90,8.90,8.90,25,14300.00
20240926,11:24,8.90,8.90,8.90,8.90,175,14325.00
20240926,11:47,9.00,9.00,9.00,9.00,25,14425.00
20240926,11:52,9.00,9.00,9.00,9.00,75,14450.00
20240926,11:59,9.05,9.05,9.05,9.05,25,14525.00
20240926,12:01,9.05,9.05,9.05,9.05,125,14550.00
20240926,12:04,9.05,9.05,9.05,9.05,125,14675.00
20240926,12:08,9.05,9.05,9.05,9.05,200,14800.00
20240926,12:29,8.90,8.90,8.90,8.90,125,15000.00
20240926,12:30,8.90,8.90,8.90,8.90,125,15000.00
20240926,12:33,8.40,8.40,8.40,8.40,75,15150.00
20240926,12:36,8.40,8.40,8.40,8.40,100,15075.00
20240926,12:37,8.90,8.90,8.90,8.90,50,15075.00
20240926,12:52,8.40,8.40,8.40,8.40,50,15225.00
20240926,12:57,8.35,8.35,8.35,8.35,2275,15225.00
20240926,13:00,8.35,8.35,8.35,8.35,175,17300.00
20240926,13:08,8.35,8.35,8.35,8.35,1025,17400.00
20240926,13:20,8.40,8.40,8.40,8.40,600,18425.00
20240926,13:26,8.15,8.15,8.15,8.15,925,19025.00
20240926,13:27,8.15,8.15,8.15,8.15,825,19025.00
20240926,13:31,8.40,8.40,8.40,8.40,150,19750.00
20240926,13:33,8.15,8.15,8.15,8.15,175,19900.00
20240926,13:34,8.35,8.35,8.35,8.35,50,19800.00
20240926,13:44,8.35,8.35,8.35,8.35,25,19850.00
20240926,13:47,7.95,7.95,7.95,7.95,1250,19875.00
20240926,13:49,7.30,7.30,7.30,7.30,750,21325.00
20240926,13:50,7.25,7.25,7.25,7.25,800,21325.00
20240926,13:51,7.70,7.70,7.70,7.70,2775,21325.00
20240926,13:52,7.40,7.40,7.40,7.40,200,21325.00
20240926,13:53,7.50,7.50,7.50,7.50,575,24925.00
20240926,13:54,7.45,7.45,7.45,7.45,475,24925.00
20240926,13:55,7.45,8.25,7.45,8.25,750,26025.00
20240926,13:56,7.65,7.65,7.65,7.65,25,26025.00
20240926,13:57,7.75,7.75,7.75,7.75,75,26025.00
20240926,13:58,7.55,7.55,7.55,7.55,175,26025.00
20240926,14:00,7.65,7.65,7.65,7.65,125,26375.00
20240926,14:01,8.10,8.10,8.10,8.10,75,26375.00
20240926,14:02,7.70,7.70,7.55,7.55,325,26550.00
20240926,14:03,7.55,7.55,7.55,7.55,25,26550.00
20240926,14:04,7.55,7.55,7.55,7.55,50,26550.00
20240926,14:05,8.45,8.45,8.45,8.45,425,26925.00
20240926,14:06,8.45,8.45,8.45,8.45,75,26925.00
20240926,14:07,7.75,7.75,7.75,7.75,75,26925.00
20240926,14:08,7.70,7.70,7.70,7.70,275,27300.00
20240926,14:09,7.70,7.70,7.70,7.70,450,27300.00
20240926,14:10,7.70,7.70,7.70,7.70,550,27300.00
20240926,14:11,7.70,7.70,7.70,7.70,50,28575.00
20240926,14:12,7.75,7.75,7.75,7.75,225,28575.00
20240926,14:13,7.70,7.70,7.70,7.70,75,28575.00
20240926,14:14,7.70,7.70,7.70,7.70,25,28825.00
20240926,14:23,8.35,8.35,8.35,8.35,150,28850.00
20240926,14:31,8.30,8.30,8.30,8.30,25,28850.00
20240926,14:38,8.20,8.20,8.20,8.20,75,28850.00
20240926,14:39,8.15,8.15,8.15,8.15,50,28850.00
20240926,14:41,8.20,8.20,8.20,8.20,800,28850.00
20240926,14:43,8.30,8.30,8.30,8.30,50,28850.00
20240926,14:44,8.50,8.50,8.50,8.50,700,28900.00
20240926,14:45,8.10,8.10,8.10,8.10,400,28900.00
20240926,14:48,8.35,8.35,8.35,8.35,75,28900.00
20240926,14:56,8.55,8.55,8.55,8.55,25,28975.00
20240926,14:58,8.35,8.35,8.35,8.35,125,29000.00
20240926,15:00,8.45,8.45,8.45,8.45,25,29000.00
20240926,15:02,8.35,8.35,8.35,8.35,250,29125.00
20240926,15:08,8.40,8.40,8.40,8.40,25,29125.00
20240926,15:09,8.55,8.55,8.55,8.55,75,29125.00
20240926,15:10,8.55,8.55,8.55,8.55,50,29125.00
20240926,15:14,8.20,8.20,8.20,8.20,25,29125.00
20240926,15:19,8.50,8.50,8.50,8.50,25,29125.00
20240926,15:20,8.20,8.20,8.20,8.20,25,29125.00
20240926,15:21,8.55,8.55,8.55,8.55,525,29125.00
20240926,15:26,8.55,8.55,8.55,8.55,100,29100.00
20240926,15:28,8.55,8.55,8.55,8.55,400,29100.00
20240926,15:30,8.55,8.55,8.55,8.55,50,28700.00
20240927,09:16,9.35,9.40,9.35,9.40,127,28700.00
20240927,09:17,9.40,9.40,9.40,9.40,150,28700.00
20240927,09:18,9.40,9.40,9.40,9.40,100,28800.00
20240927,09:19,9.40,9.40,9.40,9.40,75,28800.00
20240927,09:20,9.30,9.30,9.30,9.30,250,28800.00
20240927,09:21,9.30,9.30,9.30,9.30,25,28800.00
20240927,09:22,9.20,9.20,9.20,9.20,25,28800.00
20240927,09:23,9.20,9.20,9.20,9.20,200,28800.00
20240927,09:24,9.20,9.30,9.20,9.30,350,28800.00
20240927,09:25,9.30,9.30,9.30,9.30,100,28800.00
20240927,09:27,9.30,9.30,9.30,9.30,25,28800.00
20240927,09:28,9.30,9.30,9.30,9.30,250,28800.00
20240927,09:29,9.30,9.30,9.30,9.30,75,28800.00
20240927,09:30,9.30,9.30,9.30,9.30,150,28800.00
20240927,09:32,9.30,9.30,9.30,9.30,50,28800.00
20240927,09:33,9.15,9.15,9.00,9.00,125,28825.00
20240927,09:35,9.00,9.00,9.00,9.00,25,28825.00
20240927,09:36,9.00,9.00,9.00,9.00,25,28825.00
20240927,09:37,9.00,9.00,9.00,9.00,75,28950.00
20240927,09:39,8.60,8.60,8.60,8.60,100,29025.00
20240927,09:41,9.00,9.00,9.00,9.00,325,29025.00
20240927,09:42,8.85,8.85,8.85,8.85,50,29025.00
20240927,09:43,8.90,8.90,8.90,8.90,25,29250.00
20240927,09:44,8.90,8.90,8.90,8.90,25,29250.00
20240927,09:46,8.95,8.95,8.95,8.95,75,29300.00
20240927,09:48,9.00,9.00,9.00,9.00,150,29300.00
20240927,09:49,9.30,9.30,9.30,9.30,1825,29525.00
20240927,09:50,9.25,9.25,9.25,9.25,25,29525.00
20240927,09:52,9.30,9.30,9.30,9.30,125,31375.00
20240927,09:54,9.25,9.25,9.25,9.25,50,31500.00
20240927,09:55,9.25,9.25,9.25,9.25,50,31500.00
20240927,09:57,9.30,9.30,9.30,9.30,250,31600.00
20240927,09:58,9.25,9.25,9.25,9.25,175,31600.00
20240927,09:59,9.25,9.85,9.25,9.85,2925,31600.00
20240927,10:03,9.85,9.85,9.85,9.85,25,32850.00
20240927,10:04,9.75,9.75,9.75,9.75,300,32850.00
20240927,10:09,9.55,9.55,9.55,9.55,100,33050.00
20240927,10:10,10.00,10.00,10.00,10.00,250,33150.00
20240927,10:11,10.00,10.00,10.00,10.00,250,33150.00
20240927,10:14,10.00,10.00,10.00,10.00,225,33400.00
20240927,10:15,10.00,10.00,10.00,10.00,250,33400.00
20240927,10:18,9.75,10.25,9.75,10.25,200,33400.00
20240927,10:21,10.25,10.25,10.25,10.25,75,33400.00
20240927,10:23,10.25,10.25,10.25,10.25,250,33425.00
20240927,10:24,10.25,10.25,10.25,10.25,25,33425.00
20240927,10:25,10.65,10.65,10.65,10.65,500,33425.00
20240927,10:26,10.65,10.65,10.65,10.65,325,33425.00
20240927,10:27,10.65,10.65,10.65,10.65,25,33425.00
20240927,10:28,10.60,10.60,10.60,10.60,75,34025.00
20240927,10:30,10.55,10.55,10.55,10.55,25,34100.00
20240927,10:33,10.45,10.45,10.45,10.45,25,34100.00
20240927,10:35,9.40,9.40,9.40,9.40,2400,34150.00
20240927,10:37,9.20,9.20,9.20,9.20,600,32775.00
20240927,10:41,9.95,9.95,9.95,9.95,25,32675.00
20240927,10:42,11.00,11.00,11.00,11.00,4300,32675.00
20240927,10:43,10.65,10.65,10.65,10.65,1100,35100.00
20240927,10:46,9.60,9.60,9.60,9.60,225,36150.00
20240927,10:47,10.15,10.15,10.15,10.15,100,36150.00
20240927,10:49,10.15,10.15,10.15,10.15,375,36050.00
20240927,10:52,10.10,10.10,10.10,10.10,75,36425.00
20240927,10:54,10.10,10.10,10.10,10.10,25,36425.00
20240927,10:55,10.10,10.10,10.10,10.10,50,36425.00
20240927,10:57,10.05,10.05,10.05,10.05,50,36450.00
20240927,10:58,10.05,10.05,10.05,10.05,50,36450.00
20240927,10:59,10.10,10.10,10.10,10.10,50,36450.00
20240927,11:04,9.20,9.20,9.20,9.20,600,36475.00
20240927,11:05,10.00,10.00,10.00,10.00,75,36475.00
20240927,11:06,9.95,9.95,9.95,9.95,25,36475.00
20240927,11:10,10.00,10.00,10.00,10.00,25,36500.00
20240927,11:11,10.15,10.15,10.15,10.15,75,36500.00
20240927,11:13,10.00,10.00,10.00,10.00,100,36575.00
20240927,11:15,10.00,10.00,10.00,10.00,25,36575.00
20240927,11:16,10.15,10.15,10.15,10.15,50,36600.00
20240927,11:17,10.00,10.00,10.00,10.00,200,36600.00
20240927,11:19,9.95,9.95,9.95,9.95,1325,36600.00
20240927,11:22,9.90,9.90,9.90,9.90,75,37900.00
20240927,11:24,10.00,10.00,10.00,10.00,450,37900.00
20240927,11:25,9.95,9.95,9.95,9.95,75,37900.00
20240927,11:26,9.95,9.95,9.95,9.95,25,37900.00
20240927,11:27,9.95,9.95,9.95,9.95,125,37900.00
20240927,11:28,10.00,10.00,10.00,10.00,50,37900.00
20240927,11:30,9.45,9.45,9.45,9.45,50,37900.00
20240927,11:31,10.00,10.00,10.00,10.00,425,37900.00
20240927,11:33,10.00,10.00,10.00,10.00,100,37900.00
20240927,11:34,10.00,10.00,10.00,10.00,25,37975.00
20240927,11:35,10.00,10.00,10.00,10.00,75,37975.00
20240927,11:38,9.95,9.95,9.95,9.95,50,37975.00
20240927,11:40,9.95,9.95,9.95,9.95,25,38025.00
20240927,11:42,9.95,9.95,9.95,9.95,25,38050.00
20240927,11:43,9.95,9.95,9.95,9.95,25,38050.00
20240927,11:45,9.55,9.55,9.55,9.55,250,38100.00
20240927,11:46,9.90,9.90,9.90,9.90,150,38100.00
20240927,11:48,9.85,9.85,9.85,9.85,75,38100.00
20240927,11:50,9.90,9.90,9.90,9.90,25,38075.00
20240927,11:56,9.90,9.90,9.90,9.90,100,38075.00
20240927,12:01,10.10,10.10,10.10,10.10,25,38175.00
20240927,12:04,9.85,9.85,9.85,9.85,75,38175.00
20240927,12:08,10.05,10.05,10.05,10.05,25,38100.00
20240927,12:10,9.85,9.85,9.85,9.85,250,38125.00
20240927,12:12,9.95,9.95,9.95,9.95,25,38125.00
20240927,12:14,10.10,10.10,10.10,10.10,75,38150.00
20240927,12:15,9.85,9.85,9.85,9.85,25,38150.00
20240927,12:17,9.75,9.75,9.75,9.75,50,38150.00
20240927,12:18,10.00,10.00,10.00,10.00,25,38150.00
20240927,12:19,9.85,9.85,9.85,9.85,50,38175.00
20240927,12:21,9.95,9.95,9.95,9.95,150,38175.00
20240927,12:22,9.90,9.90,9.90,9.90,50,38250.00
20240927,12:23,9.90,9.90,9.90,9.90,25,38250.00
20240927,12:28,10.10,10.10,10.10,10.10,175,38275.00
20240927,12:32,10.05,10.05,10.05,10.05,100,38275.00
20240927,12:36,9.95,9.95,9.95,9.95,75,38400.00
20240927,12:38,10.00,10.00,10.00,10.00,100,38400.00
20240927,12:41,10.00,10.00,10.00,10.00,50,38475.00
20240927,12:42,10.00,10.00,10.00,10.00,50,38475.00
20240927,12:44,10.00,10.00,10.00,10.00,2000,38475.00
20240927,12:50,9.95,9.95,9.95,9.95,25,38475.00
20240927,12:52,10.00,10.00,10.00,10.00,25,38500.00
20240927,12:53,10.00,10.00,10.00,10.00,200,38500.00
20240927,13:04,10.00,10.00,10.00,10.00,25,38500.00
20240927,13:14,10.00,10.00,10.00,10.00,100,38500.00
20240927,13:18,10.00,10.00,10.00,10.00,100,38500.00
20240927,13:25,10.00,10.00,10.00,10.00,75,38500.00
20240927,13:32,10.00,10.00,10.00,10.00,75,38500.00
20240927,13:35,10.00,10.00,10.00,10.00,50,38500.00
20240927,13:36,10.00,10.00,10.00,10.00,25,38500.00
20240927,13:37,9.80,9.80,9.80,9.80,50,38500.00
20240927,13:38,9.80,9.80,9.80,9.80,25,38500.00
20240927,13:40,10.00,10.00,10.00,10.00,25,38500.00
20240927,13:41,10.00,10.00,10.00,10.00,400,38500.00
20240927,13:43,10.00,10.00,10.00,10.00,25,38500.00
20240927,13:44,10.00,10.00,10.00,10.00,200,38500.00
20240927,13:46,10.00,10.00,10.00,10.00,150,38300.00
20240927,13:51,10.10,10.10,10.10,10.10,550,38300.00
20240927,13:52,10.10,10.10,10.10,10.10,575,38325.00
20240927,13:53,10.10,10.10,10.10,10.10,175,38325.00
20240927,14:01,10.40,10.40,10.40,10.40,75,38400.00
20240927,14:04,10.15,10.15,10.15,10.15,225,38475.00
20240927,14:06,10.20,10.20,10.20,10.20,375,38475.00
20240927,14:08,10.40,10.40,10.40,10.40,25,38400.00
20240927,14:09,10.40,10.40,10.40,10.40,50,38400.00
20240927,14:10,10.50,10.50,10.50,10.50,225,38475.00
20240927,14:11,10.40,10.40,10.40,10.40,50,38475.00
20240927,14:17,10.20,10.20,10.20,10.20,450,38700.00
20240927,14:18,10.50,10.50,10.50,10.50,25,38700.00
20240927,14:30,10.50,10.50,10.50,10.50,350,38450.00
20240927,14:33,10.90,10.90,10.90,10.90,25,38550.00
20240927,14:34,10.75,10.75,10.75,10.75,25,38575.00
20240927,14:35,10.60,10.60,10.60,10.60,50,38575.00
20240927,14:37,10.85,10.85,10.85,10.85,25,38575.00
20240927,14:42,10.50,10.50,10.50,10.50,100,38625.00
20240927,14:44,10.95,10.95,10.95,10.95,50,38725.00
20240927,14:46,11.35,11.35,11.35,11.35,550,38750.00
20240927,14:47,11.05,11.05,11.05,11.05,50,38750.00
20240927,14:52,10.30,10.30,10.30,10.30,100,38550.00
20240927,14:54,11.05,11.05,11.05,11.05,75,38550.00
20240927,14:55,10.55,10.55,10.55,10.55,50,38450.00
20240927,14:56,10.30,10.30,10.30,10.30,200,38450.00
20240927,14:59,11.25,11.25,11.25,11.25,175,38350.00
20240927,15:02,11.25,11.25,11.25,11.25,200,38375.00
20240927,15:05,10.40,11.30,10.40,11.30,650,38375.00
20240927,15:06,11.40,11.40,11.40,11.40,800,38375.00
20240927,15:07,11.30,11.30,11.30,11.30,100,38200.00
20240927,15:08,11.55,11.55,11.55,11.55,300,38200.00
20240927,15:09,11.30,11.30,11.30,11.30,200,38200.00
20240927,15:10,11.45,11.45,11.45,11.45,200,38625.00
20240927,15:13,11.65,11.85,11.65,11.85,1850,38550.00
20240927,15:14,11.85,11.85,11.85,11.85,775,38550.00
20240927,15:15,12.10,12.10,12.10,12.10,2025,38550.00
20240927,15:17,12.05,12.05,12.05,12.05,400,38975.00
20240927,15:18,12.05,12.05,12.05,12.05,200,38975.00
20240927,15:19,12.05,12.05,12.05,12.05,175,38825.00
20240927,15:20,11.85,11.85,11.85,11.85,500,38825.00
20240927,15:21,12.00,12.00,12.00,12.00,975,38825.00
20240927,15:24,11.80,11.80,11.80,11.80,750,38350.00
20240927,15:25,11.45,11.45,11.45,11.45,1375,39050.00
20240927,15:26,11.85,11.85,11.85,11.85,150,39050.00
20240927,15:29,12.45,12.45,12.45,12.45,375,39375.00
20240927,15:30,12.45,12.45,12.45,12.45,475,39375.00
20240930,09:15,11.00,11.00,11.00,11.00,51,39500.00
20240930,09:16,12.70,12.70,10.40,10.40,700,39550.00
20240930,09:17,12.50,12.50,12.50,12.50,75,39550.00
20240930,09:18,11.80,11.80,11.80,11.80,25,39550.00
20240930,09:20,12.40,12.40,12.40,12.40,150,39675.00
20240930,09:21,12.40,12.40,12.40,12.40,125,39700.00
20240930,09:22,11.20,11.20,11.20,11.20,175,39700.00
20240930,09:23,11.05,11.05,11.05,11.05,275,39700.00
20240930,09:27,12.30,12.30,12.30,12.30,100,39750.00
20240930,09:28,12.30,12.30,12.30,12.30,25,39850.00
20240930,09:31,12.30,12.30,12.30,12.30,25,39875.00
20240930,09:32,12.00,12.00,12.00,12.00,900,39875.00
20240930,09:33,12.15,12.15,12.15,12.15,25,39875.00
20240930,09:34,11.15,11.15,11.15,11.15,250,39925.00
20240930,09:38,12.15,12.15,12.15,12.15,275,39700.00
20240930,09:39,12.00,12.00,12.00,12.00,350,39700.00
20240930,09:43,11.50,11.50,11.50,11.50,150,40250.00
20240930,09:44,11.75,11.75,11.75,11.75,125,40250.00
20240930,09:45,12.00,12.00,12.00,12.00,250,40400.00
20240930,09:46,12.00,12.00,12.00,12.00,125,40400.00
20240930,09:47,12.50,12.50,12.50,12.50,300,40400.00
20240930,09:49,12.05,12.05,12.05,12.05,350,40600.00
20240930,09:54,11.95,11.95,11.95,11.95,25,40900.00
20240930,09:55,11.50,11.50,11.50,11.50,25,40900.00
20240930,09:56,11.95,11.95,11.95,11.95,25,40900.00
20240930,09:57,11.45,11.45,11.45,11.45,25,40900.00
20240930,10:01,11.45,11.45,11.45,11.45,625,40900.00
20240930,10:03,11.50,11.50,11.50,11.50,25,40625.00
20240930,10:06,11.00,11.00,11.00,11.00,925,40625.00
20240930,10:07,11.70,11.70,11.70,11.70,900,40625.00
20240930,10:08,11.90,11.90,11.90,11.90,150,41200.00
20240930,10:10,11.50,11.50,11.50,11.50,100,41225.00
20240930,10:15,11.90,11.90,11.90,11.90,25,41225.00
20240930,10:18,12.00,12.00,12.00,12.00,150,41250.00
20240930,10:19,12.00,12.00,12.00,12.00,50,41375.00
20240930,10:21,12.00,12.00,12.00,12.00,25,41400.00
20240930,10:23,12.00,12.00,12.00,12.00,100,41400.00
20240930,10:30,11.90,11.90,11.90,11.90,75,41525.00
20240930,10:34,12.00,12.00,12.00,12.00,25,41600.00
20240930,10:36,12.00,12.00,12.00,12.00,125,41600.00
20240930,10:40,12.00,12.00,12.00,12.00,50,41750.00
20240930,10:41,12.00,12.00,12.00,12.00,300,41750.00
20240930,10:42,12.00,12.00,12.00,12.00,75,41750.00
20240930,10:43,12.05,12.05,12.05,12.05,200,42175.00
20240930,10:51,12.00,12.00,12.00,12.00,25,42350.00
20240930,10:52,11.50,11.50,11.50,11.50,75,42375.00
20240930,10:53,12.00,12.00,12.00,12.00,75,42375.00
20240930,10:54,11.50,11.50,11.50,11.50,75,42375.00
20240930,10:56,12.00,12.00,12.00,12.00,25,42325.00
20240930,10:57,12.05,12.05,12.05,12.05,275,42450.00
20240930,10:58,12.00,12.00,12.00,12.00,50,42450.00
20240930,11:04,11.50,11.50,11.50,11.50,25,42600.00
20240930,11:05,12.00,12.00,12.00,12.00,75,42600.00
20240930,11:09,12.05,12.05,12.05,12.05,575,42650.00
20240930,11:10,12.10,12.10,12.10,12.10,450,43200.00
20240930,11:13,12.10,12.10,12.10,12.10,25,43550.00
20240930,11:14,12.10,12.10,12.10,12.10,75,43550.00
20240930,11:19,12.10,12.10,12.10,12.10,50,43650.00
20240930,11:20,12.10,12.10,12.10,12.10,50,43650.00
20240930,11:25,12.10,12.10,12.10,12.10,25,43750.00
20240930,11:26,10.40,10.40,10.40,10.40,1475,43750.00
20240930,11:27,11.70,11.70,11.70,11.70,350,43750.00
20240930,11:29,11.60,11.60,11.60,11.60,525,43500.00
20240930,11:30,11.50,11.50,11.50,11.50,900,43500.00
20240930,11:32,11.90,11.90,11.90,11.90,50,43175.00
20240930,11:38,12.00,12.00,12.00,12.00,25,43225.00
20240930,11:39,12.05,12.05,12.05,12.05,600,43225.00
20240930,11:41,11.65,11.65,11.65,11.65,25,43775.00
20240930,11:45,11.60,11.60,11.60,11.60,50,43775.00
20240930,11:46,11.65,11.65,11.65,11.65,350,43825.00
20240930,11:48,11.95,11.95,11.95,11.95,25,43825.00
20240930,11:49,11.65,11.65,11.65,11.65,100,43825.00
20240930,11:51,11.50,11.50,11.50,11.50,100,43825.00
20240930,12:06,11.95,11.95,11.95,11.95,25,43925.00
20240930,12:07,11.80,11.80,11.80,11.80,775,43925.00
20240930,12:16,11.95,11.95,11.95,11.95,300,44000.00
20240930,12:19,11.95,11.95,11.95,11.95,100,44100.00
20240930,12:21,11.50,11.50,11.50,11.50,100,44100.00
20240930,12:24,11.90,11.90,11.90,11.90,50,44000.00
20240930,12:26,12.40,12.40,12.40,12.40,1000,44050.00
20240930,12:29,11.75,11.75,11.75,11.75,125,44550.00
20240930,12:30,11.80,11.80,11.80,11.80,475,44550.00
20240930,12:32,11.80,11.80,11.80,11.80,100,44650.00
20240930,12:33,11.80,11.80,11.80,11.80,275,44650.00
20240930,12:34,11.50,11.50,11.50,11.50,25,44650.00
20240930,12:36,11.80,11.80,11.80,11.80,25,44650.00
20240930,12:40,11.50,11.50,11.50,11.50,175,44650.00
20240930,12:44,12.30,12.30,12.30,12.30,25,44650.00
20240930,12:45,12.30,12.30,12.30,12.30,25,44650.00
20240930,12:49,12.30,12.30,12.30,12.30,75,44700.00
20240930,13:03,12.30,12.30,12.30,12.30,50,44775.00
20240930,13:04,11.60,11.60,11.60,11.60,25,44775.00
20240930,13:06,12.35,12.35,12.35,12.35,375,44800.00
20240930,13:09,12.30,12.30,12.30,12.30,100,44925.00
20240930,13:13,12.30,12.30,12.30,12.30,75,45025.00
20240930,13:21,11.70,11.70,11.70,11.70,175,45100.00
20240930,13:22,11.70,11.70,11.70,11.70,100,45100.00
20240930,13:23,12.25,12.25,12.25,12.25,25,45100.00
20240930,13:28,12.20,12.20,12.20,12.20,25,45125.00
20240930,13:32,12.20,12.20,12.20,12.20,125,45150.00
20240930,13:36,12.35,12.35,12.35,12.35,925,45275.00
20240930,13:37,12.35,12.35,12.35,12.35,625,43950.00
20240930,13:38,12.50,12.50,12.50,12.50,275,43950.00
20240930,13:39,12.50,12.50,12.50,12.50,175,43950.00
20240930,13:40,12.50,12.50,12.50,12.50,575,43450.00
20240930,13:43,12.50,12.50,12.50,12.50,25,43450.00
20240930,13:45,12.50,12.50,12.50,12.50,125,43450.00
20240930,13:46,12.00,12.00,12.00,12.00,675,43450.00
20240930,13:50,12.25,12.25,12.25,12.25,100,43250.00
20240930,13:51,12.05,12.05,12.05,12.05,25,43250.00
20240930,13:54,12.25,12.25,12.25,12.25,25,43325.00
20240930,13:59,12.25,12.25,12.25,12.25,275,43350.00
20240930,14:04,12.25,12.25,12.25,12.25,150,43400.00
20240930,14:06,12.05,12.05,12.05,12.05,100,43400.00
20240930,14:10,12.05,12.05,12.05,12.05,25,43400.00
20240930,14:11,12.05,12.05,12.05,12.05,25,43400.00
20240930,14:18,12.05,12.05,12.05,12.05,100,43350.00
20240930,14:19,12.40,12.40,12.40,12.40,500,43350.00
20240930,14:20,12.10,12.10,12.10,12.10,75,43825.00
20240930,14:36,12.10,12.10,12.10,12.10,100,43750.00
20240930,14:38,12.10,12.10,12.10,12.10,300,43750.00
20240930,14:40,12.10,12.10,12.10,12.10,125,43750.00
20240930,14:41,12.00,12.00,12.00,12.00,525,43900.00
20240930,14:42,11.80,11.80,11.80,11.80,50,43900.00
20240930,14:46,11.80,11.80,11.80,11.80,275,44425.00
20240930,14:47,11.80,11.80,11.80,11.80,75,44425.00
20240930,14:51,12.00,12.00,12.00,12.00,100,44425.00
20240930,14:56,12.00,12.00,12.00,12.00,50,44525.00
20240930,14:58,12.05,12.05,12.05,12.05,200,44525.00
20240930,15:00,12.00,12.00,12.00,12.00,25,44725.00
